OBJECTNUMMER;Naam;Adres;Stemdistrict;Toegankelijkheid_code;Toegankelijkheid;Open_speciaal;Openingstijden;Stadsdeel;LNG;LAT
358;Basisschool de Satelliet;Kometensingel 54 (hoofd ingang);656;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.89364;52.415087
359;Dorpshuis de Beke;Dorpsweg Ransdorp 29;657;B;rolstoeltoegankelijk met hulp;0;7:30 - 21:00 uur;Noord;4.994303;52.392374
360;Basisschool Cosmicus Impuls;Het Breed 10;658;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.933777;52.398189
361;Stichting !WOON team noord;J. Drijverweg 5;659;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.944264;52.401482
362;Over-Y College;Floraweg 170;660;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.912481;52.400146
363;Buiksloterkerk;Buiksloterkerkpad 10;663;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.916093;52.401796
364;Basisschool IKC Noordrijk;Braeburnstraat 1;665;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Noord;4.903389;52.408
365;Kerk de Ark;Aakstraat 60;670;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.91271;52.40757
366;Vrije school Kairos;Wognumerplantsoen 2-4;671;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.949252;52.387444
367;S.O. De Heldring;Bosrankstraat 1;673;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Noord;4.906542;52.397767
368;Stadsloket Zuidoost;Anton de Komplein 150;701;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.956479;52.316235
369;Basisschool Klaverblad;Darlingstraat 1;703;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.949801;52.319761
370;Buurthuis Holendrecht;Holendrechtplein 38;704;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.964845;52.29855
371;Wooncentrum De Venser;Berthold Brechtstraat 1;706;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.946814;52.31779
372;Wooncentrum De Drecht;Niftrikhof 1;708;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.962287;52.299278
373;Buurthuis Gein;Wisseloord 83;712;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.987048;52.29594
374;School De Ster;Woudrichemstraat 8;714;C;niet rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.987694;52.294235
375;Jongerencentrum No Limit;Geldershoofd 80;718;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.971898;52.323462
376;Portocabin naast Station Amsterdam;Bijlmer Arena - Hoekenrode;720;C;niet rolstoeltoegankelijk;1;7:30 - 19:00 uur;Zuidoost;4.948392;52.312458
377;School Het Gein;Cornelis Aarnoutsstraat 80;722-723;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.993488;52.298766
378;Basisschool De Schakel;Alexander Dumaslaan 17;724;C;niet rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.941605;52.3239
379;Academisch Medisch Centrum (AMC);Meibergdreef 9;727;AP;rolstoeltoegankelijk met GPA;1;7:00 - 19:00 uur;Zuidoost;4.957813;52.295065
380;Serviceflat Koornhorst;Koornhorst 32;728;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.986583;52.318327
381;Woongroep Surinaamse Ouderen;Randwijkhof 20-50;729;B;rolstoeltoegankelijk met hulp;0;7:30 - 21:00 uur;Zuidoost;4.970839;52.295606
382;Buurtcentrum De Bonte Kraai;Kraaiennest 68;732;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.980067;52.317235
383;Serviceflat Garstkamp;Garstkamp 32;733-734;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.980272;52.325244
384;Evean Henriette Roland Holst;Kortvoort 100;735;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.969784;52.314278
385;Matchzo;Stammerlandweg 10;738;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;5.014675;52.308811
386;Basisschool Samenspel;Kantershof 641;739;B;rolstoeltoegankelijk met hulp;0;7:30 - 21:00 uur;Zuidoost;4.987514;52.319238
387;Open Schoolgemeenschap Bijlmer;Gulden Kruis 5;740;B;rolstoeltoegankelijk met hulp;0;7:30 - 21:00 uur;Zuidoost;4.965388;52.318622
388;Basisschool Polsstok;EGoli 2;742;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.96035;52.322388
389;Stichting MaDi;Karspeldreef 1009;746;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.975072;52.314962
390;Wijkcentrum Ala Kondre;Krimpertplein 5;753;B;rolstoeltoegankelijk met hulp;0;7:30 - 21:00 uur;Zuidoost;4.969437;52.316884
391;Lotusschool;Mijehof 406;754;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.968598;52.300074
392;OBS Nellestein;Leksmondplein 31;755;B;rolstoeltoegankelijk met hulp;0;7:30 - 21:00 uur;Zuidoost;4.980628;52.308798
393;OBA Bijlmerplein/Imagine IC;Bijlmerplein 393;756;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.953509;52.315478
394;Basisschool Mobiel;Reigersbos 313;757-758;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.97575;52.294014
395;Basisschool Shri Laksmi;Janusz Korczakstraat 73;762;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.956643;52.318995
396;Sporthal Gaasperdam;Ravenswaaipad 5;765;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.978245;52.296809
397;Ir. Lely Lyceum;Ravenswaaipad 3;766;AP;rolstoeltoegankelijk met GPA;0;7:30 - 21:00 uur;Zuidoost;4.977556;52.296852
398;Basisschool De Achtsprong;Huntum 14;767;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.960203;52.308654
399;Kidz Friends;Hogevecht 138 C;769;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.955916;52.309277
400;Jongerencentrum No Limit;Geldershoofd 80;771;A;rolstoeltoegankelijk;0;7:30 - 21:00 uur;Zuidoost;4.971898;52.323462
